"","acceptedUsageKey","totalOcc","scientificName","key","kingdom","phylum","class","order","family"
"115",2482552,174322,"Pyrrhocorax pyrrhocorax (Linnaeus, 1758)",2482552,"Animalia","Chordata","Aves","Passeriformes","Corvidae"
"116",2480311,177541,"Charadrius alexandrinus Linnaeus, 1758",2480311,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae"
"117",2481909,188788,"Ciconia nigra (Linnaeus, 1758)",2481909,"Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae"
"118",8773033,192569,"Dendrocopos medius (Linnaeus, 1758)",2478026,"Animalia","Chordata","Aves","Piciformes","Picidae"
"119",2478548,200732,"Picus canus J.F.Gmelin, 1788",2478548,"Animalia","Chordata","Aves","Piciformes","Picidae"
"120",8109681,202441,"Caprimulgus europaeus Linnaeus, 1758",8109681,"Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae"
"121",2497295,215964,"Asio flammeus (Pontoppidan, 1763)",2497295,"Animalia","Chordata","Aves","Strigiformes","Strigidae"
"122",2480934,230591,"Ardea purpurea Linnaeus, 1766",2480934,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae"
"123",2480773,231547,"Plegadis falcinellus (Linnaeus, 1766)",2480773,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae"
"124",2480506,251010,"Aquila chrysaetos (Linnaeus, 1758)",2480506,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"125",2481119,265787,"Chlidonias niger (Linnaeus, 1758)",2481119,"Animalia","Chordata","Aves","Charadriiformes","Laridae"
"126",2481236,270180,"Sterna caspia Pallas, 1770",5229221,"Animalia","Chordata","Aves","Charadriiformes","Laridae"
"127",2480495,279249,"Circus pygargus (Linnaeus, 1758)",2480495,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"128",2480666,308657,"Circaetus gallicus (Gmelin, 1788)",2480666,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"129",2480685,322685,"Hieraaetus pennatus (Gmelin, 1788)",2480685,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"130",6065841,356394,"Larus minutus Pallas, 1776",2481143,"Animalia","Chordata","Aves","Charadriiformes","Laridae"
"131",2480910,367958,"Botaurus stellaris (Linnaeus, 1758)",2480910,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae"
"132",2482059,372239,"Podiceps auritus (Linnaeus, 1758)",2482059,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae"
"133",9813242,372518,"Falco columbarius Linnaeus, 1758",9813242,"Animalia","Chordata","Aves","Falconiformes","Falconidae"
"134",8151548,426134,"Larus melanocephalus Temminck, 1820",2481194,"Animalia","Chordata","Aves","Charadriiformes","Laridae"
"135",2480389,476392,"Gyps fulvus (Hablizl, 1783)",2480389,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"136",5229126,476866,"Himantopus himantopus (Linnaeus, 1758)",5229126,"Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae"
"137",5229230,506241,"Sterna paradisaea Pontoppidan, 1763",5229230,"Animalia","Chordata","Aves","Charadriiformes","Laridae"
"138",2481681,519401,"Limosa lapponica (Linnaeus, 1758)",2481681,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae"
"139",2481959,557259,"Gavia arctica (Linnaeus, 1758)",2481959,"Animalia","Chordata","Aves","Gaviiformes","Gaviidae"
"140",2481958,562572,"Gavia stellata (Pontoppidan, 1763)",2481958,"Animalia","Chordata","Aves","Gaviiformes","Gaviidae"
"141",2498285,564207,"Mergus albellus albellus",11083071,"Animalia","Chordata","Aves","Anseriformes","Anatidae"
"142",2480420,580902,"Pernis apivorus (Linnaeus, 1758)",2480420,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"143",2481240,629023,"Sterna sandvicensis Latham, 1787",5229223,"Animalia","Chordata","Aves","Charadriiformes","Laridae"
"144",2490604,690817,"Lullula arborea (Linnaeus, 1758)",2490604,"Animalia","Chordata","Aves","Passeriformes","Alaudidae"
"145",4408732,777539,"Luscinia svecica (Linnaeus, 1758)",4408732,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae"
"146",2480726,782034,"Pandion haliaetus (Linnaeus, 1758)",2480726,"Animalia","Chordata","Aves","Accipitriformes","Pandionidae"
"147",5229167,815429,"Milvus migrans (Boddaert, 1783)",5229167,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"148",2481713,829156,"Tringa glareola Linnaeus, 1758",2481713,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae"
"149",2480487,835084,"Circus cyaneus (Linnaeus, 1766)",2480487,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"150",7745240,847357,"Lanius collurio Linnaeus, 1758",7745240,"Animalia","Chordata","Aves","Passeriformes","Laniidae"
"151",2480259,862850,"Recurvirostra avosetta Linnaeus, 1758",2480259,"Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae"
"152",2480801,869471,"Platalea leucorodia Linnaeus, 1758",2480801,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae"
"153",2480332,875332,"Pluvialis apricaria (Linnaeus, 1758)",2480332,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae"
"154",2477872,930203,"Dryocopus martius (Linnaeus, 1758)",2477872,"Animalia","Chordata","Aves","Piciformes","Picidae"
"155",2481047,930566,"Falco peregrinus Tunstall, 1771",2481047,"Animalia","Chordata","Aves","Falconiformes","Falconidae"
"156",8250742,1077864,"Philomachus pugnax (Linnaeus, 1758)",5229387,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae"
"157",5232464,1239646,"Branta leucopsis (Bechstein, 1803)",5232464,"Animalia","Chordata","Aves","Anseriformes","Anatidae"
"158",2481912,1285164,"Ciconia ciconia (Linnaeus, 1758)",2481912,"Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae"
"159",2480876,1345716,"Egretta garzetta (Linnaeus, 1766)",2480876,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae"
"160",9367409,1408018,"Sterna hirundo Linnaeus, 1758",9367409,"Animalia","Chordata","Aves","Charadriiformes","Laridae"
"161",2475532,1437814,"Alcedo atthis (Linnaeus, 1758)",2475532,"Animalia","Chordata","Aves","Coraciiformes","Alcedinidae"
"162",5229168,1442171,"Milvus milvus (Linnaeus, 1758)",5229168,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"163",2480449,1585228,"Haliaeetus albicilla (Linnaeus, 1758)",2480449,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"164",2498347,1755249,"Cygnus cygnus (Linnaeus, 1758)",2498347,"Animalia","Chordata","Aves","Anseriformes","Anatidae"
"165",2474950,1944703,"Grus grus (Linnaeus, 1758)",2474950,"Animalia","Chordata","Aves","Gruiformes","Gruidae"
"166",2480482,2329758,"Circus aeruginosus (Linnaeus, 1758)",2480482,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
