"","eeacellcode","x","y"
"2830","100kmE57N40",5750000,4050000
"2831","100kmE58N40",5850000,4050000
"2832","100kmE59N40",5950000,4050000
"2833","100kmE60N40",6050000,4050000
"2834","100kmE61N40",6150000,4050000
"2835","100kmE62N40",6250000,4050000
"2836","100kmE63N40",6350000,4050000
"2837","100kmE64N40",6450000,4050000
"2838","100kmE65N40",6550000,4050000
"2839","100kmE66N40",6650000,4050000
"2840","100kmE67N40",6750000,4050000
"2841","100kmE68N40",6850000,4050000
"2842","100kmE69N40",6950000,4050000
"2843","100kmE70N40",7050000,4050000
"2844","100kmE71N40",7150000,4050000
"2845","100kmE72N40",7250000,4050000
"2846","100kmE73N40",7350000,4050000
"2847","100kmE74N40",7450000,4050000
"2848","100kmE75N40",7550000,4050000
"2849","100kmE76N40",7650000,4050000
"2850","100kmE77N40",7750000,4050000
"2851","100kmE78N40",7850000,4050000
"2852","100kmE79N40",7950000,4050000
"2853","100kmE80N40",8050000,4050000
"2854","100kmE81N40",8150000,4050000
"2855","100kmE82N40",8250000,4050000
"2856","100kmE83N40",8350000,4050000
"2857","100kmE0N41",50000,4150000
"2858","100kmE1N41",150000,4150000
"2859","100kmE2N41",250000,4150000
"2860","100kmE3N41",350000,4150000
"2861","100kmE4N41",450000,4150000
"2862","100kmE5N41",550000,4150000
"2863","100kmE6N41",650000,4150000
"2864","100kmE7N41",750000,4150000
"2865","100kmE8N41",850000,4150000
"2866","100kmE9N41",950000,4150000
"2867","100kmE10N41",1050000,4150000
"2868","100kmE11N41",1150000,4150000
"2869","100kmE12N41",1250000,4150000
"2870","100kmE13N41",1350000,4150000
"2871","100kmE14N41",1450000,4150000
"2872","100kmE15N41",1550000,4150000
"2873","100kmE16N41",1650000,4150000
"2874","100kmE17N41",1750000,4150000
"2875","100kmE18N41",1850000,4150000
"2876","100kmE19N41",1950000,4150000
"2877","100kmE20N41",2050000,4150000
"2878","100kmE21N41",2150000,4150000
"2879","100kmE22N41",2250000,4150000
"2880","100kmE23N41",2350000,4150000
"2881","100kmE24N41",2450000,4150000
"2882","100kmE25N41",2550000,4150000
"2883","100kmE26N41",2650000,4150000
"2884","100kmE27N41",2750000,4150000
"2885","100kmE28N41",2850000,4150000
"2886","100kmE29N41",2950000,4150000
"2887","100kmE30N41",3050000,4150000
"2888","100kmE31N41",3150000,4150000
"2889","100kmE32N41",3250000,4150000
"2890","100kmE33N41",3350000,4150000
"2891","100kmE34N41",3450000,4150000
"2892","100kmE35N41",3550000,4150000
"2893","100kmE36N41",3650000,4150000
"2894","100kmE37N41",3750000,4150000
"2895","100kmE38N41",3850000,4150000
"2896","100kmE39N41",3950000,4150000
"2897","100kmE40N41",4050000,4150000
"2898","100kmE41N41",4150000,4150000
"2899","100kmE42N41",4250000,4150000
"2900","100kmE43N41",4350000,4150000
"2901","100kmE44N41",4450000,4150000
"2902","100kmE45N41",4550000,4150000
"2903","100kmE46N41",4650000,4150000
"2904","100kmE47N41",4750000,4150000
"2905","100kmE48N41",4850000,4150000
"2906","100kmE49N41",4950000,4150000
"2907","100kmE50N41",5050000,4150000
"2908","100kmE51N41",5150000,4150000
"2909","100kmE52N41",5250000,4150000
"2910","100kmE53N41",5350000,4150000
"2911","100kmE54N41",5450000,4150000
"2912","100kmE55N41",5550000,4150000
"2913","100kmE56N41",5650000,4150000
"2914","100kmE57N41",5750000,4150000
"2915","100kmE58N41",5850000,4150000
"2916","100kmE59N41",5950000,4150000
"2917","100kmE60N41",6050000,4150000
"2918","100kmE61N41",6150000,4150000
"2919","100kmE62N41",6250000,4150000
"2920","100kmE63N41",6350000,4150000
"2921","100kmE64N41",6450000,4150000
"2922","100kmE65N41",6550000,4150000
"2923","100kmE66N41",6650000,4150000
"2924","100kmE67N41",6750000,4150000
"2925","100kmE68N41",6850000,4150000
"2926","100kmE69N41",6950000,4150000
"2927","100kmE70N41",7050000,4150000
"2928","100kmE71N41",7150000,4150000
"2929","100kmE72N41",7250000,4150000
"2930","100kmE73N41",7350000,4150000
"2931","100kmE74N41",7450000,4150000
"2932","100kmE75N41",7550000,4150000
"2933","100kmE76N41",7650000,4150000
"2934","100kmE77N41",7750000,4150000
"2935","100kmE78N41",7850000,4150000
"2936","100kmE79N41",7950000,4150000
"2937","100kmE80N41",8050000,4150000
"2938","100kmE81N41",8150000,4150000
"2939","100kmE82N41",8250000,4150000
"2940","100kmE83N41",8350000,4150000
"2941","100kmE0N42",50000,4250000
"2942","100kmE1N42",150000,4250000
"2943","100kmE2N42",250000,4250000
"2944","100kmE3N42",350000,4250000
"2945","100kmE4N42",450000,4250000
"2946","100kmE5N42",550000,4250000
"2947","100kmE6N42",650000,4250000
"2948","100kmE7N42",750000,4250000
"2949","100kmE8N42",850000,4250000
"2950","100kmE9N42",950000,4250000
"2951","100kmE10N42",1050000,4250000
"2952","100kmE11N42",1150000,4250000
"2953","100kmE12N42",1250000,4250000
"2954","100kmE13N42",1350000,4250000
"2955","100kmE14N42",1450000,4250000
"2956","100kmE15N42",1550000,4250000
"2957","100kmE16N42",1650000,4250000
"2958","100kmE17N42",1750000,4250000
"2959","100kmE18N42",1850000,4250000
"2960","100kmE19N42",1950000,4250000
"2961","100kmE20N42",2050000,4250000
"2962","100kmE21N42",2150000,4250000
"2963","100kmE22N42",2250000,4250000
"2964","100kmE23N42",2350000,4250000
"2965","100kmE24N42",2450000,4250000
"2966","100kmE25N42",2550000,4250000
"2967","100kmE26N42",2650000,4250000
"2968","100kmE27N42",2750000,4250000
"2969","100kmE28N42",2850000,4250000
"2970","100kmE29N42",2950000,4250000
"2971","100kmE30N42",3050000,4250000
"2972","100kmE31N42",3150000,4250000
"2973","100kmE32N42",3250000,4250000
"2974","100kmE33N42",3350000,4250000
"2975","100kmE34N42",3450000,4250000
"2976","100kmE35N42",3550000,4250000
"2977","100kmE36N42",3650000,4250000
"2978","100kmE37N42",3750000,4250000
"2979","100kmE38N42",3850000,4250000
"2980","100kmE39N42",3950000,4250000
"2981","100kmE40N42",4050000,4250000
"2982","100kmE41N42",4150000,4250000
"2983","100kmE42N42",4250000,4250000
"2984","100kmE43N42",4350000,4250000
"2985","100kmE44N42",4450000,4250000
"2986","100kmE45N42",4550000,4250000
"2987","100kmE46N42",4650000,4250000
"2988","100kmE47N42",4750000,4250000
"2989","100kmE48N42",4850000,4250000
"2990","100kmE49N42",4950000,4250000
"2991","100kmE50N42",5050000,4250000
"2992","100kmE51N42",5150000,4250000
"2993","100kmE52N42",5250000,4250000
"2994","100kmE53N42",5350000,4250000
"2995","100kmE54N42",5450000,4250000
"2996","100kmE55N42",5550000,4250000
"2997","100kmE56N42",5650000,4250000
"2998","100kmE57N42",5750000,4250000
"2999","100kmE58N42",5850000,4250000
"3000","100kmE59N42",5950000,4250000
"3001","100kmE60N42",6050000,4250000
"3002","100kmE61N42",6150000,4250000
"3003","100kmE62N42",6250000,4250000
"3004","100kmE63N42",6350000,4250000
"3005","100kmE64N42",6450000,4250000
"3006","100kmE65N42",6550000,4250000
"3007","100kmE66N42",6650000,4250000
"3008","100kmE67N42",6750000,4250000
"3009","100kmE68N42",6850000,4250000
"3010","100kmE69N42",6950000,4250000
"3011","100kmE70N42",7050000,4250000
"3012","100kmE71N42",7150000,4250000
"3013","100kmE72N42",7250000,4250000
"3014","100kmE73N42",7350000,4250000
"3015","100kmE74N42",7450000,4250000
"3016","100kmE75N42",7550000,4250000
"3017","100kmE76N42",7650000,4250000
"3018","100kmE77N42",7750000,4250000
"3019","100kmE78N42",7850000,4250000
"3020","100kmE79N42",7950000,4250000
"3021","100kmE80N42",8050000,4250000
"3022","100kmE81N42",8150000,4250000
"3023","100kmE82N42",8250000,4250000
"3024","100kmE83N42",8350000,4250000
"3025","100kmE0N43",50000,4350000
"3026","100kmE1N43",150000,4350000
"3027","100kmE2N43",250000,4350000
"3028","100kmE3N43",350000,4350000
"3029","100kmE4N43",450000,4350000
"3030","100kmE5N43",550000,4350000
"3031","100kmE6N43",650000,4350000
"3032","100kmE7N43",750000,4350000
"3033","100kmE8N43",850000,4350000
"3034","100kmE9N43",950000,4350000
"3035","100kmE10N43",1050000,4350000
"3036","100kmE11N43",1150000,4350000
"3037","100kmE12N43",1250000,4350000
"3038","100kmE13N43",1350000,4350000
"3039","100kmE14N43",1450000,4350000
"3040","100kmE15N43",1550000,4350000
"3041","100kmE16N43",1650000,4350000
"3042","100kmE17N43",1750000,4350000
"3043","100kmE18N43",1850000,4350000
"3044","100kmE19N43",1950000,4350000
"3045","100kmE20N43",2050000,4350000
"3046","100kmE21N43",2150000,4350000
"3047","100kmE22N43",2250000,4350000
"3048","100kmE23N43",2350000,4350000
"3049","100kmE24N43",2450000,4350000
"3050","100kmE25N43",2550000,4350000
"3051","100kmE26N43",2650000,4350000
"3052","100kmE27N43",2750000,4350000
"3053","100kmE28N43",2850000,4350000
"3054","100kmE29N43",2950000,4350000
"3055","100kmE30N43",3050000,4350000
"3056","100kmE31N43",3150000,4350000
"3057","100kmE32N43",3250000,4350000
"3058","100kmE33N43",3350000,4350000
"3059","100kmE34N43",3450000,4350000
"3060","100kmE35N43",3550000,4350000
"3061","100kmE36N43",3650000,4350000
"3062","100kmE37N43",3750000,4350000
"3063","100kmE38N43",3850000,4350000
"3064","100kmE39N43",3950000,4350000
"3065","100kmE40N43",4050000,4350000
"3066","100kmE41N43",4150000,4350000
"3067","100kmE42N43",4250000,4350000
"3068","100kmE43N43",4350000,4350000
"3069","100kmE44N43",4450000,4350000
"3070","100kmE45N43",4550000,4350000
"3071","100kmE46N43",4650000,4350000
"3072","100kmE47N43",4750000,4350000
"3073","100kmE48N43",4850000,4350000
"3074","100kmE49N43",4950000,4350000
"3075","100kmE50N43",5050000,4350000
"3076","100kmE51N43",5150000,4350000
"3077","100kmE52N43",5250000,4350000
"3078","100kmE53N43",5350000,4350000
"3079","100kmE54N43",5450000,4350000
"3080","100kmE55N43",5550000,4350000
"3081","100kmE56N43",5650000,4350000
"3082","100kmE57N43",5750000,4350000
"3083","100kmE58N43",5850000,4350000
"3084","100kmE59N43",5950000,4350000
"3085","100kmE60N43",6050000,4350000
"3086","100kmE61N43",6150000,4350000
"3087","100kmE62N43",6250000,4350000
"3088","100kmE63N43",6350000,4350000
"3089","100kmE64N43",6450000,4350000
"3090","100kmE65N43",6550000,4350000
"3091","100kmE66N43",6650000,4350000
"3092","100kmE67N43",6750000,4350000
"3093","100kmE68N43",6850000,4350000
"3094","100kmE69N43",6950000,4350000
"3095","100kmE70N43",7050000,4350000
"3096","100kmE71N43",7150000,4350000
"3097","100kmE72N43",7250000,4350000
"3098","100kmE73N43",7350000,4350000
"3099","100kmE74N43",7450000,4350000
"3100","100kmE75N43",7550000,4350000
"3101","100kmE76N43",7650000,4350000
"3102","100kmE77N43",7750000,4350000
"3103","100kmE78N43",7850000,4350000
"3104","100kmE79N43",7950000,4350000
"3105","100kmE80N43",8050000,4350000
"3106","100kmE81N43",8150000,4350000
"3107","100kmE82N43",8250000,4350000
"3108","100kmE83N43",8350000,4350000
"3109","100kmE0N44",50000,4450000
"3110","100kmE1N44",150000,4450000
"3111","100kmE2N44",250000,4450000
"3112","100kmE3N44",350000,4450000
"3113","100kmE4N44",450000,4450000
"3114","100kmE5N44",550000,4450000
"3115","100kmE6N44",650000,4450000
"3116","100kmE7N44",750000,4450000
"3117","100kmE8N44",850000,4450000
"3118","100kmE9N44",950000,4450000
"3119","100kmE10N44",1050000,4450000
"3120","100kmE11N44",1150000,4450000
"3121","100kmE12N44",1250000,4450000
"3122","100kmE13N44",1350000,4450000
"3123","100kmE14N44",1450000,4450000
"3124","100kmE15N44",1550000,4450000
"3125","100kmE16N44",1650000,4450000
"3126","100kmE17N44",1750000,4450000
"3127","100kmE18N44",1850000,4450000
"3128","100kmE19N44",1950000,4450000
"3129","100kmE20N44",2050000,4450000
"3130","100kmE21N44",2150000,4450000
"3131","100kmE22N44",2250000,4450000
"3132","100kmE23N44",2350000,4450000
"3133","100kmE24N44",2450000,4450000
"3134","100kmE25N44",2550000,4450000
"3135","100kmE26N44",2650000,4450000
"3136","100kmE27N44",2750000,4450000
"3137","100kmE28N44",2850000,4450000
"3138","100kmE29N44",2950000,4450000
"3139","100kmE30N44",3050000,4450000
"3140","100kmE31N44",3150000,4450000
"3141","100kmE32N44",3250000,4450000
"3142","100kmE33N44",3350000,4450000
"3143","100kmE34N44",3450000,4450000
"3144","100kmE35N44",3550000,4450000
"3145","100kmE36N44",3650000,4450000
"3146","100kmE37N44",3750000,4450000
"3147","100kmE38N44",3850000,4450000
"3148","100kmE39N44",3950000,4450000
"3149","100kmE40N44",4050000,4450000
"3150","100kmE41N44",4150000,4450000
"3151","100kmE42N44",4250000,4450000
"3152","100kmE43N44",4350000,4450000
"3153","100kmE44N44",4450000,4450000
"3154","100kmE45N44",4550000,4450000
"3155","100kmE46N44",4650000,4450000
"3156","100kmE47N44",4750000,4450000
"3157","100kmE48N44",4850000,4450000
"3158","100kmE49N44",4950000,4450000
"3159","100kmE50N44",5050000,4450000
"3160","100kmE51N44",5150000,4450000
"3161","100kmE52N44",5250000,4450000
"3162","100kmE53N44",5350000,4450000
"3163","100kmE54N44",5450000,4450000
"3164","100kmE55N44",5550000,4450000
"3165","100kmE56N44",5650000,4450000
"3166","100kmE57N44",5750000,4450000
"3167","100kmE58N44",5850000,4450000
"3168","100kmE59N44",5950000,4450000
"3169","100kmE60N44",6050000,4450000
"3170","100kmE61N44",6150000,4450000
"3171","100kmE62N44",6250000,4450000
"3172","100kmE63N44",6350000,4450000
"3173","100kmE64N44",6450000,4450000
"3174","100kmE65N44",6550000,4450000
"3175","100kmE66N44",6650000,4450000
"3176","100kmE67N44",6750000,4450000
"3177","100kmE68N44",6850000,4450000
"3178","100kmE69N44",6950000,4450000
"3179","100kmE70N44",7050000,4450000
"3180","100kmE71N44",7150000,4450000
"3181","100kmE72N44",7250000,4450000
"3182","100kmE73N44",7350000,4450000
"3183","100kmE74N44",7450000,4450000
"3184","100kmE75N44",7550000,4450000
"3185","100kmE76N44",7650000,4450000
"3186","100kmE77N44",7750000,4450000
"3187","100kmE78N44",7850000,4450000
"3188","100kmE79N44",7950000,4450000
"3189","100kmE80N44",8050000,4450000
"3190","100kmE81N44",8150000,4450000
"3191","100kmE82N44",8250000,4450000
"3192","100kmE83N44",8350000,4450000
"3193","100kmE0N45",50000,4550000
"3194","100kmE1N45",150000,4550000
"3195","100kmE2N45",250000,4550000
"3196","100kmE3N45",350000,4550000
"3197","100kmE4N45",450000,4550000
"3198","100kmE5N45",550000,4550000
"3199","100kmE6N45",650000,4550000
"3200","100kmE7N45",750000,4550000
"3201","100kmE8N45",850000,4550000
"3202","100kmE9N45",950000,4550000
"3203","100kmE10N45",1050000,4550000
"3204","100kmE11N45",1150000,4550000
"3205","100kmE12N45",1250000,4550000
"3206","100kmE13N45",1350000,4550000
"3207","100kmE14N45",1450000,4550000
"3208","100kmE15N45",1550000,4550000
"3209","100kmE16N45",1650000,4550000
"3210","100kmE17N45",1750000,4550000
"3211","100kmE18N45",1850000,4550000
"3212","100kmE19N45",1950000,4550000
"3213","100kmE20N45",2050000,4550000
"3214","100kmE21N45",2150000,4550000
"3215","100kmE22N45",2250000,4550000
"3216","100kmE23N45",2350000,4550000
"3217","100kmE24N45",2450000,4550000
"3218","100kmE25N45",2550000,4550000
"3219","100kmE26N45",2650000,4550000
"3220","100kmE27N45",2750000,4550000
"3221","100kmE28N45",2850000,4550000
"3222","100kmE29N45",2950000,4550000
"3223","100kmE30N45",3050000,4550000
"3224","100kmE31N45",3150000,4550000
"3225","100kmE32N45",3250000,4550000
"3226","100kmE33N45",3350000,4550000
"3227","100kmE34N45",3450000,4550000
"3228","100kmE35N45",3550000,4550000
"3229","100kmE36N45",3650000,4550000
"3230","100kmE37N45",3750000,4550000
"3231","100kmE38N45",3850000,4550000
"3232","100kmE39N45",3950000,4550000
"3233","100kmE40N45",4050000,4550000
"3234","100kmE41N45",4150000,4550000
"3235","100kmE42N45",4250000,4550000
"3236","100kmE43N45",4350000,4550000
"3237","100kmE44N45",4450000,4550000
"3238","100kmE45N45",4550000,4550000
"3239","100kmE46N45",4650000,4550000
"3240","100kmE47N45",4750000,4550000
"3241","100kmE48N45",4850000,4550000
"3242","100kmE49N45",4950000,4550000
"3243","100kmE50N45",5050000,4550000
"3244","100kmE51N45",5150000,4550000
"3245","100kmE52N45",5250000,4550000
"3246","100kmE53N45",5350000,4550000
"3247","100kmE54N45",5450000,4550000
"3248","100kmE55N45",5550000,4550000
"3249","100kmE56N45",5650000,4550000
"3250","100kmE57N45",5750000,4550000
"3251","100kmE58N45",5850000,4550000
"3252","100kmE59N45",5950000,4550000
"3253","100kmE60N45",6050000,4550000
"3254","100kmE61N45",6150000,4550000
"3255","100kmE62N45",6250000,4550000
"3256","100kmE63N45",6350000,4550000
"3257","100kmE64N45",6450000,4550000
"3258","100kmE65N45",6550000,4550000
"3259","100kmE66N45",6650000,4550000
"3260","100kmE67N45",6750000,4550000
"3261","100kmE68N45",6850000,4550000
"3262","100kmE69N45",6950000,4550000
"3263","100kmE70N45",7050000,4550000
"3264","100kmE71N45",7150000,4550000
"3265","100kmE72N45",7250000,4550000
"3266","100kmE73N45",7350000,4550000
"3267","100kmE74N45",7450000,4550000
"3268","100kmE75N45",7550000,4550000
"3269","100kmE76N45",7650000,4550000
"3270","100kmE77N45",7750000,4550000
"3271","100kmE78N45",7850000,4550000
"3272","100kmE79N45",7950000,4550000
"3273","100kmE80N45",8050000,4550000
"3274","100kmE81N45",8150000,4550000
"3275","100kmE82N45",8250000,4550000
"3276","100kmE83N45",8350000,4550000
"3277","100kmE0N46",50000,4650000
"3278","100kmE1N46",150000,4650000
"3279","100kmE2N46",250000,4650000
"3280","100kmE3N46",350000,4650000
"3281","100kmE4N46",450000,4650000
"3282","100kmE5N46",550000,4650000
"3283","100kmE6N46",650000,4650000
"3284","100kmE7N46",750000,4650000
"3285","100kmE8N46",850000,4650000
"3286","100kmE9N46",950000,4650000
"3287","100kmE10N46",1050000,4650000
"3288","100kmE11N46",1150000,4650000
"3289","100kmE12N46",1250000,4650000
"3290","100kmE13N46",1350000,4650000
"3291","100kmE14N46",1450000,4650000
"3292","100kmE15N46",1550000,4650000
"3293","100kmE16N46",1650000,4650000
"3294","100kmE17N46",1750000,4650000
"3295","100kmE18N46",1850000,4650000
"3296","100kmE19N46",1950000,4650000
"3297","100kmE20N46",2050000,4650000
"3298","100kmE21N46",2150000,4650000
"3299","100kmE22N46",2250000,4650000
"3300","100kmE23N46",2350000,4650000
"3301","100kmE24N46",2450000,4650000
"3302","100kmE25N46",2550000,4650000
"3303","100kmE26N46",2650000,4650000
"3304","100kmE27N46",2750000,4650000
"3305","100kmE28N46",2850000,4650000
"3306","100kmE29N46",2950000,4650000
"3307","100kmE30N46",3050000,4650000
"3308","100kmE31N46",3150000,4650000
"3309","100kmE32N46",3250000,4650000
"3310","100kmE33N46",3350000,4650000
"3311","100kmE34N46",3450000,4650000
"3312","100kmE35N46",3550000,4650000
"3313","100kmE36N46",3650000,4650000
"3314","100kmE37N46",3750000,4650000
"3315","100kmE38N46",3850000,4650000
"3316","100kmE39N46",3950000,4650000
"3317","100kmE40N46",4050000,4650000
"3318","100kmE41N46",4150000,4650000
"3319","100kmE42N46",4250000,4650000
"3320","100kmE43N46",4350000,4650000
"3321","100kmE44N46",4450000,4650000
"3322","100kmE45N46",4550000,4650000
"3323","100kmE46N46",4650000,4650000
"3324","100kmE47N46",4750000,4650000
"3325","100kmE48N46",4850000,4650000
"3326","100kmE49N46",4950000,4650000
"3327","100kmE50N46",5050000,4650000
"3328","100kmE51N46",5150000,4650000
"3329","100kmE52N46",5250000,4650000
"3330","100kmE53N46",5350000,4650000
"3331","100kmE54N46",5450000,4650000
"3332","100kmE55N46",5550000,4650000
"3333","100kmE56N46",5650000,4650000
"3334","100kmE57N46",5750000,4650000
"3335","100kmE58N46",5850000,4650000
"3336","100kmE59N46",5950000,4650000
"3337","100kmE60N46",6050000,4650000
"3338","100kmE61N46",6150000,4650000
"3339","100kmE62N46",6250000,4650000
"3340","100kmE63N46",6350000,4650000
"3341","100kmE64N46",6450000,4650000
"3342","100kmE65N46",6550000,4650000
"3343","100kmE66N46",6650000,4650000
"3344","100kmE67N46",6750000,4650000
"3345","100kmE68N46",6850000,4650000
"3346","100kmE69N46",6950000,4650000
"3347","100kmE70N46",7050000,4650000
"3348","100kmE71N46",7150000,4650000
"3349","100kmE72N46",7250000,4650000
"3350","100kmE73N46",7350000,4650000
"3351","100kmE74N46",7450000,4650000
"3352","100kmE75N46",7550000,4650000
"3353","100kmE76N46",7650000,4650000
"3354","100kmE77N46",7750000,4650000
"3355","100kmE78N46",7850000,4650000
"3356","100kmE79N46",7950000,4650000
"3357","100kmE80N46",8050000,4650000
"3358","100kmE81N46",8150000,4650000
"3359","100kmE82N46",8250000,4650000
"3360","100kmE83N46",8350000,4650000
"3361","100kmE0N47",50000,4750000
"3362","100kmE1N47",150000,4750000
"3363","100kmE2N47",250000,4750000
"3364","100kmE3N47",350000,4750000
"3365","100kmE4N47",450000,4750000
"3366","100kmE5N47",550000,4750000
"3367","100kmE6N47",650000,4750000
"3368","100kmE7N47",750000,4750000
"3369","100kmE8N47",850000,4750000
"3370","100kmE9N47",950000,4750000
"3371","100kmE10N47",1050000,4750000
"3372","100kmE11N47",1150000,4750000
"3373","100kmE12N47",1250000,4750000
"3374","100kmE13N47",1350000,4750000
"3375","100kmE14N47",1450000,4750000
"3376","100kmE15N47",1550000,4750000
"3377","100kmE16N47",1650000,4750000
"3378","100kmE17N47",1750000,4750000
"3379","100kmE18N47",1850000,4750000
"3380","100kmE19N47",1950000,4750000
"3381","100kmE20N47",2050000,4750000
"3382","100kmE21N47",2150000,4750000
"3383","100kmE22N47",2250000,4750000
"3384","100kmE23N47",2350000,4750000
"3385","100kmE24N47",2450000,4750000
"3386","100kmE25N47",2550000,4750000
"3387","100kmE26N47",2650000,4750000
"3388","100kmE27N47",2750000,4750000
"3389","100kmE28N47",2850000,4750000
"3390","100kmE29N47",2950000,4750000
"3391","100kmE30N47",3050000,4750000
"3392","100kmE31N47",3150000,4750000
"3393","100kmE32N47",3250000,4750000
"3394","100kmE33N47",3350000,4750000
"3395","100kmE34N47",3450000,4750000
"3396","100kmE35N47",3550000,4750000
"3397","100kmE36N47",3650000,4750000
"3398","100kmE37N47",3750000,4750000
"3399","100kmE38N47",3850000,4750000
"3400","100kmE39N47",3950000,4750000
"3401","100kmE40N47",4050000,4750000
"3402","100kmE41N47",4150000,4750000
"3403","100kmE42N47",4250000,4750000
"3404","100kmE43N47",4350000,4750000
"3405","100kmE44N47",4450000,4750000
"3406","100kmE45N47",4550000,4750000
"3407","100kmE46N47",4650000,4750000
"3408","100kmE47N47",4750000,4750000
"3409","100kmE48N47",4850000,4750000
"3410","100kmE49N47",4950000,4750000
"3411","100kmE50N47",5050000,4750000
"3412","100kmE51N47",5150000,4750000
"3413","100kmE52N47",5250000,4750000
"3414","100kmE53N47",5350000,4750000
"3415","100kmE54N47",5450000,4750000
"3416","100kmE55N47",5550000,4750000
"3417","100kmE56N47",5650000,4750000
"3418","100kmE57N47",5750000,4750000
"3419","100kmE58N47",5850000,4750000
"3420","100kmE59N47",5950000,4750000
"3421","100kmE60N47",6050000,4750000
"3422","100kmE61N47",6150000,4750000
"3423","100kmE62N47",6250000,4750000
"3424","100kmE63N47",6350000,4750000
"3425","100kmE64N47",6450000,4750000
"3426","100kmE65N47",6550000,4750000
"3427","100kmE66N47",6650000,4750000
"3428","100kmE67N47",6750000,4750000
"3429","100kmE68N47",6850000,4750000
"3430","100kmE69N47",6950000,4750000
"3431","100kmE70N47",7050000,4750000
"3432","100kmE71N47",7150000,4750000
"3433","100kmE72N47",7250000,4750000
"3434","100kmE73N47",7350000,4750000
"3435","100kmE74N47",7450000,4750000
"3436","100kmE75N47",7550000,4750000
"3437","100kmE76N47",7650000,4750000
"3438","100kmE77N47",7750000,4750000
"3439","100kmE78N47",7850000,4750000
"3440","100kmE79N47",7950000,4750000
"3441","100kmE80N47",8050000,4750000
"3442","100kmE81N47",8150000,4750000
"3443","100kmE82N47",8250000,4750000
"3444","100kmE83N47",8350000,4750000
"3445","100kmE0N48",50000,4850000
"3446","100kmE1N48",150000,4850000
"3447","100kmE2N48",250000,4850000
"3448","100kmE3N48",350000,4850000
"3449","100kmE4N48",450000,4850000
"3450","100kmE5N48",550000,4850000
"3451","100kmE6N48",650000,4850000
"3452","100kmE7N48",750000,4850000
"3453","100kmE8N48",850000,4850000
"3454","100kmE9N48",950000,4850000
"3455","100kmE10N48",1050000,4850000
"3456","100kmE11N48",1150000,4850000
"3457","100kmE12N48",1250000,4850000
"3458","100kmE13N48",1350000,4850000
"3459","100kmE14N48",1450000,4850000
"3460","100kmE15N48",1550000,4850000
"3461","100kmE16N48",1650000,4850000
"3462","100kmE17N48",1750000,4850000
"3463","100kmE18N48",1850000,4850000
"3464","100kmE19N48",1950000,4850000
"3465","100kmE20N48",2050000,4850000
"3466","100kmE21N48",2150000,4850000
"3467","100kmE22N48",2250000,4850000
"3468","100kmE23N48",2350000,4850000
"3469","100kmE24N48",2450000,4850000
"3470","100kmE25N48",2550000,4850000
"3471","100kmE26N48",2650000,4850000
"3472","100kmE27N48",2750000,4850000
"3473","100kmE28N48",2850000,4850000
"3474","100kmE29N48",2950000,4850000
"3475","100kmE30N48",3050000,4850000
"3476","100kmE31N48",3150000,4850000
"3477","100kmE32N48",3250000,4850000
"3478","100kmE33N48",3350000,4850000
"3479","100kmE34N48",3450000,4850000
"3480","100kmE35N48",3550000,4850000
"3481","100kmE36N48",3650000,4850000
"3482","100kmE37N48",3750000,4850000
"3483","100kmE38N48",3850000,4850000
"3484","100kmE39N48",3950000,4850000
"3485","100kmE40N48",4050000,4850000
"3486","100kmE41N48",4150000,4850000
"3487","100kmE42N48",4250000,4850000
"3488","100kmE43N48",4350000,4850000
"3489","100kmE44N48",4450000,4850000
"3490","100kmE45N48",4550000,4850000
"3491","100kmE46N48",4650000,4850000
"3492","100kmE47N48",4750000,4850000
"3493","100kmE48N48",4850000,4850000
"3494","100kmE49N48",4950000,4850000
"3495","100kmE50N48",5050000,4850000
"3496","100kmE51N48",5150000,4850000
"3497","100kmE52N48",5250000,4850000
"3498","100kmE53N48",5350000,4850000
"3499","100kmE54N48",5450000,4850000
"3500","100kmE55N48",5550000,4850000
"3501","100kmE56N48",5650000,4850000
"3502","100kmE57N48",5750000,4850000
"3503","100kmE58N48",5850000,4850000
"3504","100kmE59N48",5950000,4850000
"3505","100kmE60N48",6050000,4850000
"3506","100kmE61N48",6150000,4850000
"3507","100kmE62N48",6250000,4850000
"3508","100kmE63N48",6350000,4850000
"3509","100kmE64N48",6450000,4850000
"3510","100kmE65N48",6550000,4850000
"3511","100kmE66N48",6650000,4850000
"3512","100kmE67N48",6750000,4850000
"3513","100kmE68N48",6850000,4850000
"3514","100kmE69N48",6950000,4850000
"3515","100kmE70N48",7050000,4850000
"3516","100kmE71N48",7150000,4850000
"3517","100kmE72N48",7250000,4850000
"3518","100kmE73N48",7350000,4850000
"3519","100kmE74N48",7450000,4850000
"3520","100kmE75N48",7550000,4850000
"3521","100kmE76N48",7650000,4850000
"3522","100kmE77N48",7750000,4850000
"3523","100kmE78N48",7850000,4850000
"3524","100kmE79N48",7950000,4850000
"3525","100kmE80N48",8050000,4850000
"3526","100kmE81N48",8150000,4850000
"3527","100kmE82N48",8250000,4850000
"3528","100kmE83N48",8350000,4850000
"3529","100kmE0N49",50000,4950000
"3530","100kmE1N49",150000,4950000
"3531","100kmE2N49",250000,4950000
"3532","100kmE3N49",350000,4950000
